stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5580,PA7849,Rúa de Saá  105,Parada,42.2062464162614,-8.70707943332761,,,,,Europe/Madrid,1
3594,P007840,Rúa da Saa do Monte  73,Parada,42.2030399890608,-8.71093662269419,,,,,Europe/Madrid,1
3859,P0014238,Rúa da Saa do Monte  5,Parada,42.2045880197971,-8.71461730909641,,,,,Europe/Madrid,1
3861,P0014240,Rúa das Chabarras  21,Parada,42.1979850907779,-8.71452320105581,,,,,Europe/Madrid,1
3863,P0014242,Rúa das Chabarras (cruce Camiño dos Pasais),Parada,42.1963782587289,-8.71697904286432,,,,,Europe/Madrid,1
3518,P007170,Rúa de Ramiro Pascual  9,Parada,42.1953225117746,-8.71946051518597,,,,,Europe/Madrid,1
3383,P005920,Rúa de Macal (cruce Rúa de Ramiro Pascual),Parada,42.1961735941724,-8.72102381405878,,,,,Europe/Madrid,1
3385,P005940,Rúa de Macal  39,Parada,42.1983473364177,-8.72148800316808,,,,,Europe/Madrid,1
3384,P005930,Rúa de Macal (frente 8),Parada,42.2020507748494,-8.72345413334028,,,,,Europe/Madrid,1
3302,P005120,Camiño da Falcoa  41,Parada,42.2049352340576,-8.72245396898279,,,,,Europe/Madrid,1
3304,P005140,Camiño da Falcoa  15,Parada,42.2073362951989,-8.72129505960157,,,,,Europe/Madrid,1
3012,P002290,Baixada á Laxe  44,Parada,42.2164151255381,-8.71935507608941,,,,,Europe/Madrid,1
3619,P008090,Estrada Miraflores (Centro Saúde),Parada,42.2161516432666,-8.71561647676755,,,,,Europe/Madrid,1
3205,P004150,Estrada de Miraflores  69,Parada,42.2176209089425,-8.71242961241296,,,,,Europe/Madrid,1
3591,P007810,Estrada Miraflores (Parque Parróco Xesús Alonso),Parada,42.2178179588097,-8.71094066829943,,,,,Europe/Madrid,1
3106,P003190,Camiño de Quirós (cruce Rúa de Dona Cristina),Parada,42.2196817817622,-8.71138597881207,,,,,Europe/Madrid,1
3222,P004320,Rúa de Emilia Pardo Bazán  2,Parada,42.2277162252942,-8.71975056798775,,,,,Europe/Madrid,1
3224,P004340,Rúa de Emilia Pardo Bazán  54,Parada,42.2261125028575,-8.71571837620706,,,,,Europe/Madrid,1
3218,P004280,Rúa de Emilia Pardo Bazán  80,Parada,42.2245073373832,-8.71346553842747,,,,,Europe/Madrid,1
3220,P004300,Rúa de Emilia Pardo Bazán  104,Parada,42.2227892400514,-8.71175428907597,,,,,Europe/Madrid,1
4845,PA20104,Rúa de Emilia Pardo Bazán  134,Parada,42.2209384348961,-8.7096218828645,,,,,Europe/Madrid,1
3538,P007380,Camiño do Raviso  8,Parada,42.2200878563512,-8.70701482574665,,,,,Europe/Madrid,1
3506,P007050,Praza de Miraflores  4 ,Parada,42.2185028857807,-8.7101336414962,,,,,Europe/Madrid,1
3210,P004200,Estrada de Moledo  6 ,Parada,42.215236994445,-8.70738497059071,,,,,Europe/Madrid,1
3212,P004220,Estrada de Moledo  22,Parada,42.2137375570632,-8.70628311532192,,,,,Europe/Madrid,1
3211,P004210,Estrada de Moledo  42,Parada,42.2121410781656,-8.70456354495595,,,,,Europe/Madrid,1
3507,P007060,Estrada de Moledo  70,Parada,42.2104992864666,-8.70398319236409,,,,,Europe/Madrid,1
3025,P002420,Rúa do Cacheno (Lavadero),Parada,42.2084686060766,-8.70214393417561,,,,,Europe/Madrid,1
3058,P002740,Rúa do Cacheno  75,Parada,42.2074514008542,-8.70119443218434,,,,,Europe/Madrid,1
3062,P002770,Rúa do Cacheno  49,Parada,42.206487030144,-8.69876056092971,,,,,Europe/Madrid,1
4031,P0014412,Rúa de Xeme  6,Parada,42.2049758596275,-8.69795700590336,,,,,Europe/Madrid,1
3777,P0014156,Rúa de Xeme (cruce Camiño da Carballeira),Parada,42.2033784312095,-8.6966668633672,,,,,Europe/Madrid,1
3778,P0014157,Rúa do Xeme (cruce Rúa de Eifonso),Parada,42.2029790662929,-8.69406512062275,,,,,Europe/Madrid,1
3126,P003390,Estrada de Bembrive  160,Parada,42.205296643969,-8.69255891360788,,,,,Europe/Madrid,1
3148,P003580,Estrada de Bembrive  180,Parada,42.2044403177652,-8.69087180413752,,,,,Europe/Madrid,1
3035,P002520,Estrada de Bembrive  238 ,Parada,42.2045636648038,-8.68702535871981,,,,,Europe/Madrid,1
3735,P0014112,Estrada de Bembrive (Alameda),Parada,42.2040471976983,-8.68469728753368,,,,,Europe/Madrid,1
3548,P007450,Rúa da Cruz  2 ,Parada,42.2021684218884,-8.68473907987797,,,,,Europe/Madrid,1
3547,P007440,Rúa Da Cruz  18,Parada,42.2006404736152,-8.684744444296,,,,,Europe/Madrid,1
3489,P006890,Rúa da Cruz  36,Parada,42.1989596419178,-8.68628496027767,,,,,Europe/Madrid,1
3549,P007460,Rúa da Cruz  46,Parada,42.1980752498215,-8.68480077068531,,,,,Europe/Madrid,1
3772,P0014150,Rúa do Padre Don Rúa  1,Parada,42.2320765605537,-8.71905523574731,,,,,Europe/Madrid,1
3146,P003572,Estrada de Bembrive  110,Parada,42.2084578152637,-8.69501735844776,,,,,Europe/Madrid,1
3585,P007764,Rúa de Segade  86,Parada,42.2096545681339,-8.69049518867493,,,,,Europe/Madrid,1
3573,P007668,Rúa de Recaré  39,Parada,42.2110225294899,-8.68831816836095,,,,,Europe/Madrid,1
3572,P007666,Rúa de Recaré  3,Parada,42.210514541449,-8.68534977687676,,,,,Europe/Madrid,1
3640,P008284,Subida á Mouteira (Parque Monte Calvario),Parada,42.2067794031967,-8.68621881259759,,,,,Europe/Madrid,1
5557,PA20220,COIA - SAMIL,Parada,42.2137839553013,-8.77437237094861,,,,,Europe/Madrid,1
2936,P001530,Avda. da Ponte (fronte Grupo S. Gorxal),Parada,42.2128144168983,-8.67053767389922,,,,,Europe/Madrid,1
2935,P001520,Avda. da Ponte  83,Parada,42.2154007041496,-8.6713085333634,,,,,Europe/Madrid,1
2940,P001570,Avda. da Ponte  47,Parada,42.2179575394358,-8.66936957656668,,,,,Europe/Madrid,1
5401,PA20143,Rúa das Teixugueiras (fronte 1),Parada,42.2154480944644,-8.75647430588279,,,,,Europe/Madrid,1
2939,P001560,Avda. da Ponte  31,Parada,42.219388604733,-8.66917260631789,,,,,Europe/Madrid,1
3113,P003260,Rúa da Coruña  37,Parada,42.2262876964054,-8.73747583226938,,,,,Europe/Madrid,1
4028,P0014409,Estrada das Plantas (fronte cruce Avda. do Rebullón),Parada,42.2041884414817,-8.67025712584677,,,,,Europe/Madrid,1
3245,P004550,Estrada das Plantas (cruce Camiño do Pouso),Parada,42.1999451818914,-8.66908587334265,,,,,Europe/Madrid,1
4144,P0020072,Camiño do Pouso ,Parada,42.1966436937009,-8.67166321780212,,,,,Europe/Madrid,1
4117,P0020045,Rúa de Xestoso  4,Parada,42.2005329888619,-8.67407544652662,,,,,Europe/Madrid,1
4118,P0020046,Rúa de Xestoso  12,Parada,42.2019684440601,-8.67477878976663,,,,,Europe/Madrid,1
4119,P0020047,Rúa do Xestoso  72,Parada,42.2043303057662,-8.67467048333822,,,,,Europe/Madrid,1
4143,P0020071,Rúa de Xestoso (fronte 105),Parada,42.2055116531745,-8.67282480315703,,,,,Europe/Madrid,1
4040,P0014421,Estrada das Prantas (fronte Campo de Béisbol),Parada,42.1866832639263,-8.66932070289306,,,,,Europe/Madrid,1
3244,P004540,Estrada das Plantas (fronte Viveiros),Parada,42.1813704163607,-8.66786108417642,,,,,Europe/Madrid,1
