shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHAPE_12924814,13.5029032,-2.3928499,52
SHAPE_12924814,13.5018351,-2.3925517,53
SHAPE_12924814,13.5005722,-2.3921798,54
SHAPE_12924814,13.4981487,-2.3915208,55
SHAPE_12924814,13.4979379,-2.3914609,56
SHAPE_12924814,13.4973558,-2.3912953,57
SHAPE_12924814,13.4960584,-2.3909263,58
SHAPE_12924814,13.4956911,-2.3908297,59
SHAPE_12924814,13.4951728,-2.3906949,60
SHAPE_12924814,13.4934071,-2.3901941,61
SHAPE_12924814,13.4928761,-2.390047,62
SHAPE_12924814,13.4919063,-2.3897783,63
SHAPE_12924814,13.490881,-2.3894942,64
SHAPE_12924814,13.4900381,-2.3892599,65
SHAPE_12924814,13.4895027,-2.3891046,66
SHAPE_12924814,13.4892991,-2.3890544,67
SHAPE_12924814,13.4890351,-2.3889891,68
SHAPE_12924814,13.4889217,-2.3889611,69
SHAPE_12924814,13.4883121,-2.3888298,70
SHAPE_12924814,13.4874806,-2.3886507,71
SHAPE_12924814,13.4866747,-2.3884984,72
SHAPE_12924814,13.485832,-2.3883397,73
SHAPE_12924814,13.4853219,-2.3882436,74
SHAPE_12924814,13.4828656,-2.3878092,75
SHAPE_12924814,13.4826391,-2.3877692,76
SHAPE_12924814,13.4815199,-2.3875729,77
SHAPE_12924814,13.48073,-2.3874317,78
SHAPE_12924814,13.4806564,-2.3874185,79
SHAPE_12924814,13.5396196,-2.4055226,80
SHAPE_12924814,13.5398474,-2.4056143,81
SHAPE_12924814,13.5401186,-2.4057135,82
SHAPE_12924814,13.540219,-2.4058007,83
SHAPE_12924814,13.5408947,-2.4060954,84
SHAPE_12924814,13.5413595,-2.4062941,85
SHAPE_12924814,13.5414426,-2.4063274,86
SHAPE_12924814,13.5417632,-2.4064492,87
SHAPE_12924814,13.5425267,-2.4067394,88
SHAPE_12924814,13.5426977,-2.4067621,89
SHAPE_12924814,13.5444923,-2.4074631,90
SHAPE_12924814,13.5449773,-2.4076526,91
SHAPE_12924814,13.5454081,-2.407807,92
SHAPE_12924814,13.5460288,-2.4080032,93
SHAPE_12924814,13.5463762,-2.4081116,94
SHAPE_12924814,13.5467121,-2.4082053,95
SHAPE_12924814,13.5482052,-2.4086122,96
SHAPE_12924814,13.5486515,-2.4087342,97
SHAPE_12924814,13.5488584,-2.4087908,98
SHAPE_12924814,13.5496622,-2.4090106,99
SHAPE_12924814,13.5509447,-2.4093493,100
SHAPE_12924814,13.551082,-2.4093856,101
SHAPE_12924814,13.5514487,-2.4094824,102
SHAPE_12924814,13.5516519,-2.40953,103
SHAPE_12924814,13.5527007,-2.409825,104
SHAPE_12924814,13.5538256,-2.4101226,105
SHAPE_12924814,13.5544468,-2.4102902,106
SHAPE_12924814,13.5550102,-2.4104441,107
SHAPE_12924814,13.5560824,-2.4107519,108
SHAPE_12924814,13.5563294,-2.4108142,109
SHAPE_12924814,13.556928,-2.4109677,110
SHAPE_12924814,13.5571143,-2.4110223,111
SHAPE_12924814,13.5577945,-2.4112214,112
SHAPE_12924814,13.5584385,-2.4113966,113
SHAPE_12924814,13.558525,-2.4114201,114
SHAPE_12924814,13.5593264,-2.4116382,115
SHAPE_12924814,13.5600008,-2.4118217,116
SHAPE_12924814,13.5602815,-2.4118981,117
SHAPE_12924814,13.560577,-2.4119785,118
SHAPE_12924814,13.5606689,-2.4120024,119
SHAPE_12924814,13.560786,-2.4120328,120
SHAPE_12924814,13.5613255,-2.4121817,121
SHAPE_12924814,13.5615222,-2.4122354,122
SHAPE_12924814,13.5619152,-2.4123426,123
SHAPE_12924814,13.5620674,-2.412384,124
SHAPE_12924814,13.5626304,-2.4125372,125
SHAPE_12924814,13.5628367,-2.4126001,126
SHAPE_12924814,13.5632243,-2.412693,127
SHAPE_12924814,13.5656549,-2.4133595,128
SHAPE_12924814,13.5663292,-2.4135428,129
SHAPE_12924814,13.5665064,-2.413591,130
SHAPE_12924814,13.5676225,-2.4138944,131
SHAPE_12924814,13.570163,-2.414585,132
SHAPE_12924814,13.5705306,-2.4146849,133
SHAPE_12924814,13.5708043,-2.4147594,134
SHAPE_12924814,13.5711075,-2.4148418,135
SHAPE_12924814,13.5714367,-2.414964,136
SHAPE_12924814,13.5716847,-2.4151124,137
SHAPE_12924814,13.5719481,-2.4153273,138
SHAPE_12924814,13.5722434,-2.4157088,139
SHAPE_12924814,13.5724707,-2.4161112,140
SHAPE_12924814,13.572643,-2.4164262,141
SHAPE_12924814,13.5728112,-2.4166676,142
SHAPE_12924814,13.5729887,-2.4168817,143
SHAPE_12924814,13.5732682,-2.4171194,144
SHAPE_12924814,13.5734582,-2.417244,145
SHAPE_12924814,13.5735653,-2.4172989,146
SHAPE_12924814,13.5736344,-2.4173265,147
SHAPE_12924814,13.5738625,-2.4174338,148
SHAPE_12924814,13.5743744,-2.4175198,149
SHAPE_12924814,13.5745438,-2.4175482,150
SHAPE_12924814,13.5754299,-2.417697,151
SHAPE_12924814,13.5755869,-2.416694,152
SHAPE_12924814,13.5755917,-2.4166632,153
SHAPE_12924814,13.5755994,-2.4166141,154
SHAPE_12924814,13.5756947,-2.4160166,155
SHAPE_12924814,13.5757742,-2.4157394,156
SHAPE_12924814,13.5757854,-2.4157003,157
SHAPE_12924814,13.5757981,-2.415656,158
SHAPE_12924814,13.5758001,-2.4156491,159
SHAPE_12924928,13.5757742,-2.4157394,1
SHAPE_12924928,13.5757854,-2.4157003,2
SHAPE_12924928,13.5757981,-2.415656,3
SHAPE_12924928,13.5758001,-2.4156491,4
SHAPE_12924928,13.5757742,-2.4157394,5
SHAPE_12924928,13.5756947,-2.4160166,6
SHAPE_12924928,13.5755994,-2.4166141,7
SHAPE_12924928,13.5755917,-2.4166632,8
SHAPE_12924928,13.5755869,-2.416694,9
SHAPE_12924928,13.5754299,-2.417697,10
SHAPE_12924928,13.5745438,-2.4175482,11
SHAPE_12924928,13.5743744,-2.4175198,12
SHAPE_12924928,13.5738625,-2.4174338,13
SHAPE_12924928,13.5736344,-2.4173265,14
SHAPE_12924928,13.5735653,-2.4172989,15
SHAPE_12924928,13.5734582,-2.417244,16
SHAPE_12924928,13.5732682,-2.4171194,17
SHAPE_12924928,13.5729887,-2.4168817,18
SHAPE_12924928,13.5728112,-2.4166676,19
SHAPE_12924928,13.572643,-2.4164262,20
SHAPE_12924928,13.5724707,-2.4161112,21
SHAPE_12924928,13.5722434,-2.4157088,22
SHAPE_12924928,13.5719481,-2.4153273,23
SHAPE_12924928,13.5716847,-2.4151124,24
SHAPE_12924928,13.5714367,-2.414964,25
SHAPE_12924928,13.5711075,-2.4148418,26
SHAPE_12924928,13.5708043,-2.4147594,27
SHAPE_12924928,13.5705306,-2.4146849,28
SHAPE_12924928,13.570163,-2.414585,29
SHAPE_12924928,13.5676225,-2.4138944,30
SHAPE_12924928,13.5665064,-2.413591,31
SHAPE_12924928,13.5663292,-2.4135428,32
SHAPE_12924928,13.5656549,-2.4133595,33
SHAPE_12924928,13.5632243,-2.412693,34
SHAPE_12924928,13.5628367,-2.4126001,35
SHAPE_12924928,13.5626304,-2.4125372,36
SHAPE_12924928,13.5620674,-2.412384,37
SHAPE_12924928,13.5619152,-2.4123426,38
SHAPE_12924928,13.5615222,-2.4122354,39
SHAPE_12924928,13.5613255,-2.4121817,40
SHAPE_12924928,13.560786,-2.4120328,41
SHAPE_12924928,13.5606689,-2.4120024,42
SHAPE_12924928,13.560577,-2.4119785,43
SHAPE_12924928,13.5602815,-2.4118981,44
SHAPE_12924928,13.5600008,-2.4118217,45
SHAPE_12924928,13.5593264,-2.4116382,46
SHAPE_12924928,13.558525,-2.4114201,47
SHAPE_12924928,13.5584385,-2.4113966,48
SHAPE_12924928,13.5577945,-2.4112214,49
SHAPE_12924928,13.5571143,-2.4110223,50
SHAPE_12924928,13.556928,-2.4109677,51
SHAPE_12924928,13.5563294,-2.4108142,52
SHAPE_12924928,13.5560824,-2.4107519,53
SHAPE_12924928,13.5550102,-2.4104441,54
SHAPE_12924928,13.5544468,-2.4102902,55
SHAPE_12924928,13.5538256,-2.4101226,56
SHAPE_12924928,13.5527007,-2.409825,57
SHAPE_12924928,13.5516519,-2.40953,58
SHAPE_12924928,13.5514487,-2.4094824,59
SHAPE_12924928,13.551082,-2.4093856,60
SHAPE_12924928,13.5509447,-2.4093493,61
SHAPE_12924928,13.5496622,-2.4090106,62
SHAPE_12924928,13.5488584,-2.4087908,63
SHAPE_12924928,13.5486515,-2.4087342,64
SHAPE_12924928,13.5482052,-2.4086122,65
SHAPE_12924928,13.5467121,-2.4082053,66
SHAPE_12924928,13.5463762,-2.4081116,67
SHAPE_12924928,13.5460288,-2.4080032,68
SHAPE_12924928,13.5454081,-2.407807,69
SHAPE_12924928,13.5449773,-2.4076526,70
SHAPE_12924928,13.5444923,-2.4074631,71
SHAPE_12924928,13.5426977,-2.4067621,72
SHAPE_12924928,13.5425567,-2.4066509,73
SHAPE_12924928,13.5420052,-2.4064323,74
SHAPE_12924928,13.5414808,-2.4062156,75
SHAPE_12924928,13.541396,-2.4061791,76
SHAPE_12924928,13.5411005,-2.4060585,77
SHAPE_12924928,13.5409421,-2.4059939,78
SHAPE_12924928,13.540245,-2.4057269,79
SHAPE_12924928,13.5401186,-2.4057135,80
SHAPE_12924928,13.5398474,-2.4056143,81
SHAPE_12924928,13.5396196,-2.4055226,82
SHAPE_12924928,13.5384917,-2.4050732,83
SHAPE_12924928,13.5376089,-2.4047158,84
SHAPE_12924928,13.5361311,-2.4041355,85
SHAPE_12924928,13.5358534,-2.4040264,86
SHAPE_12924928,13.5347309,-2.4035698,87
SHAPE_12924928,13.5346475,-2.4035034,88
SHAPE_12924928,13.5337692,-2.4031858,89
SHAPE_12924928,13.5325312,-2.4026969,90
SHAPE_12924928,13.5324716,-2.4026733,91
SHAPE_12924928,13.5323455,-2.4026235,92
SHAPE_12924928,13.5310613,-2.4021051,93
SHAPE_12924928,13.5296632,-2.4015516,94
SHAPE_12924928,13.5286752,-2.4011562,95
SHAPE_12924928,13.5276302,-2.4007433,96
SHAPE_12924928,13.5269439,-2.400468,97
SHAPE_12924928,13.5264745,-2.4002791,98
SHAPE_12924928,13.5254006,-2.3998471,99
SHAPE_12924928,13.523997,-2.3992876,100
SHAPE_12924928,13.5231084,-2.3989334,101
SHAPE_12924928,13.5223196,-2.3986229,102
SHAPE_12924928,13.521491,-2.3982803,103
SHAPE_12924928,13.5207022,-2.3979815,104
SHAPE_12924928,13.5205332,-2.3979188,105
SHAPE_12924928,13.5199676,-2.3977092,106
SHAPE_12924928,13.5191635,-2.3974225,107
SHAPE_12924928,13.5186126,-2.3972391,108
SHAPE_12924928,13.5171058,-2.3967955,109
SHAPE_12924928,13.5170783,-2.396789,110
SHAPE_12924928,13.5161785,-2.3965335,111
SHAPE_12924928,13.5156307,-2.3963852,112
SHAPE_12924928,13.5147252,-2.3961423,113
SHAPE_12924928,13.5140822,-2.3959497,114
SHAPE_12924928,13.5132786,-2.3957411,115
SHAPE_12924928,13.5124727,-2.3955039,116
SHAPE_12924928,13.5119089,-2.3953457,117
SHAPE_12924928,13.5113037,-2.3951695,118
SHAPE_12924928,13.5112653,-2.3951583,119
SHAPE_12924928,13.5108874,-2.3950611,120
SHAPE_12924928,13.5107414,-2.3950235,121
SHAPE_12924928,13.5107209,-2.3950178,122
SHAPE_12924928,13.5105971,-2.3949832,123
SHAPE_12924928,13.5084889,-2.3943939,124
SHAPE_12924928,13.5082125,-2.3943186,125
SHAPE_12924928,13.5076821,-2.3941742,126
SHAPE_12924928,13.5075747,-2.3941449,127
SHAPE_12924928,13.5065641,-2.3938529,128
SHAPE_12924928,13.5062847,-2.3937847,129
SHAPE_12924928,13.5048296,-2.3933805,130
SHAPE_12924928,13.5041918,-2.3932017,131
SHAPE_12924928,13.5030839,-2.3929002,132
SHAPE_12924928,13.5029032,-2.3928499,133
SHAPE_12924928,13.5018351,-2.3925517,134
SHAPE_12924928,13.5005722,-2.3921798,135
SHAPE_12924928,13.4981487,-2.3915208,136
SHAPE_12924928,13.4979379,-2.3914609,137
SHAPE_12924928,13.4973558,-2.3912953,138
SHAPE_12924928,13.4960584,-2.3909263,139
SHAPE_12924928,13.4956911,-2.3908297,140
SHAPE_12924928,13.4951728,-2.3906949,141
SHAPE_12924928,13.4934071,-2.3901941,142
SHAPE_12924928,13.4928761,-2.390047,143
SHAPE_12924928,13.4919063,-2.3897783,144
SHAPE_12924928,13.490881,-2.3894942,145
SHAPE_12924928,13.4900381,-2.3892599,146
SHAPE_12924928,13.4895027,-2.3891046,147
SHAPE_12924928,13.4892991,-2.3890544,148
SHAPE_12924928,13.4890351,-2.3889891,149
SHAPE_12924928,13.4889217,-2.3889611,150
SHAPE_12924928,13.4883121,-2.3888298,151
SHAPE_12924928,13.4874806,-2.3886507,152
SHAPE_12924928,13.4866747,-2.3884984,153
SHAPE_12924928,13.485832,-2.3883397,154
SHAPE_12924928,13.4853219,-2.3882436,155
SHAPE_12924928,13.4828656,-2.3878092,156
SHAPE_12924928,13.4826391,-2.3877692,157
SHAPE_12924928,13.4815199,-2.3875729,158
SHAPE_12924928,13.48073,-2.3874317,159
SHAPE_12924928,13.4806564,-2.3874185,160
SHAPE_12931425,13.5703404,-2.3978213,1
SHAPE_12931425,13.5700879,-2.3973436,2
SHAPE_12931425,13.5700789,-2.3973265,3
SHAPE_12931425,13.5703404,-2.3978213,4
SHAPE_12931425,13.5671839,-2.3996796,5
SHAPE_12931425,13.567227,-2.3997303,6
SHAPE_12931425,13.5673635,-2.3998631,7
SHAPE_12931425,13.5677393,-2.400229,8
SHAPE_12931425,13.5677663,-2.4002553,9
SHAPE_12931425,13.5683051,-2.4007799,10
SHAPE_12931425,13.5685033,-2.4009729,11
SHAPE_12931425,13.5690479,-2.401449,12
SHAPE_12931425,13.5690553,-2.4014555,13
SHAPE_12931425,13.5691179,-2.4015239,14
SHAPE_12931425,13.5694647,-2.401949,15
SHAPE_12931425,13.5697463,-2.4023192,16
SHAPE_12931425,13.5698297,-2.4024506,17
SHAPE_12931425,13.5710193,-2.4041877,18
SHAPE_12931425,13.5711554,-2.4043801,19
SHAPE_12931425,13.5715086,-2.4048736,20
SHAPE_12931425,13.5716949,-2.4051338,21
SHAPE_12931425,13.5722753,-2.4059536,22
SHAPE_12931425,13.5724269,-2.4061702,23
SHAPE_12931425,13.5728606,-2.4067903,24
SHAPE_12931425,13.5734471,-2.4077107,25
SHAPE_12931425,13.5735564,-2.4079075,26
SHAPE_12931425,13.5736455,-2.408106,27
SHAPE_12931425,13.5738968,-2.4088187,28
SHAPE_12931425,13.5742635,-2.409815,29
SHAPE_12931425,13.574422,-2.4102268,30
SHAPE_12931425,13.5744277,-2.4102415,31
SHAPE_12931425,13.5745903,-2.4106765,32
SHAPE_12931425,13.5750276,-2.4118462,33
SHAPE_12931425,13.5756292,-2.4134567,34
SHAPE_12931425,13.575889,-2.4142168,35
SHAPE_12931425,13.5760684,-2.4147453,36
SHAPE_12931425,13.5758001,-2.4156491,37
SHAPE_12931425,13.5757981,-2.415656,38
SHAPE_12931425,13.5757854,-2.4157003,39
SHAPE_12931425,13.5757742,-2.4157394,40
SHAPE_12931491,13.5757742,-2.4157394,1
SHAPE_12931491,13.5757854,-2.4157003,2
SHAPE_12931491,13.5757981,-2.415656,3
SHAPE_12931491,13.5758001,-2.4156491,4
SHAPE_12931491,13.5760684,-2.4147453,5
SHAPE_12931491,13.575889,-2.4142168,6
SHAPE_12931491,13.5756292,-2.4134567,7
SHAPE_12931491,13.5750276,-2.4118462,8
SHAPE_12931491,13.5745903,-2.4106765,9
SHAPE_12931491,13.5744277,-2.4102415,10
SHAPE_12931491,13.574422,-2.4102268,11
SHAPE_12931491,13.5742635,-2.409815,12
SHAPE_12931491,13.5738968,-2.4088187,13
SHAPE_12931491,13.5736455,-2.408106,14
SHAPE_12931491,13.5735564,-2.4079075,15
SHAPE_12931491,13.5734471,-2.4077107,16
SHAPE_12931491,13.5728606,-2.4067903,17
SHAPE_12931491,13.5724269,-2.4061702,18
SHAPE_12931491,13.5722753,-2.4059536,19
SHAPE_12931491,13.5716949,-2.4051338,20
SHAPE_12931491,13.5715086,-2.4048736,21
SHAPE_12931491,13.5711554,-2.4043801,22
SHAPE_12931491,13.5710193,-2.4041877,23
SHAPE_12931491,13.5698297,-2.4024506,24
SHAPE_12931491,13.5697463,-2.4023192,25
SHAPE_12931491,13.5694647,-2.401949,26
SHAPE_12931491,13.5691179,-2.4015239,27
SHAPE_12931491,13.5690553,-2.4014555,28
SHAPE_12931491,13.5690479,-2.401449,29
SHAPE_12931491,13.5685033,-2.4009729,30
SHAPE_12931491,13.5683051,-2.4007799,31
SHAPE_12931491,13.5677663,-2.4002553,32
SHAPE_12931491,13.5677393,-2.400229,33
SHAPE_12931491,13.5673635,-2.3998631,34
SHAPE_12931491,13.567227,-2.3997303,35
SHAPE_12931491,13.5671839,-2.3996796,36
SHAPE_12931491,13.5703404,-2.3978213,37
SHAPE_12931491,13.5700879,-2.3973436,38
SHAPE_12931491,13.5700789,-2.3973265,39
