trip_id,start_time,end_time,headway_secs,exact_times
R_SOTRACO_LSE1_DDG_0,05:30:00,06:00:00,1800,0
R_SOTRACO_LSE1_DDG_0,06:00:00,18:00:00,1200,0
R_SOTRACO_LSE1_DDG_0,18:00:00,19:30:00,1800,0
R_SOTRACO_LSE1_DDG_0,19:30:00,21:30:00,2700,0
R_SOTRACO_LSE1_DDG_1,05:30:00,06:00:00,1800,0
R_SOTRACO_LSE1_DDG_1,06:00:00,18:00:00,1200,0
R_SOTRACO_LSE1_DDG_1,18:00:00,19:30:00,1800,0
R_SOTRACO_LSE1_DDG_1,19:30:00,21:30:00,2700,0
